window_start,n_events,susc_fixed,susc_active
14280.0,34766,0.7133012612144064,0.014304872597228431
14577.5,30336,0.7125211285918606,0.02168141592920354
14875.0,37819,0.6853465089065142,0.024586860137041516
15172.5,40612,0.6858665973215446,0.01948051948051948
15470.0,42042,0.6945780782733064,0.010113780025284451
15767.5,35156,0.7094005981016773,0.017582417582417582
16065.0,30264,0.7057599791964634,0.02077022933794894
16362.5,37005,0.6833961773501496,0.01616161616161616
16660.0,37880,0.6971785203484593,0.02225020990764064
16957.5,36714,0.7194123000910154,0.023529411764705882
17255.0,28151,0.7424262124561175,0.033658536585365856
17552.5,18606,0.7645299700949162,0.04331748547279451
17850.0,19490,0.7517878039266676,0.018508997429305913
18147.5,18068,0.7692107658301911,0.022577092511013214
18445.0,18219,0.7803926667533481,0.04251700680272109
18742.5,19145,0.764920036406189,0.04338624338624339
19040.0,17735,0.7650500585099467,0.041379310344827586
19337.5,17923,0.7722012742166168,0.04471101417666303
19635.0,20161,0.7660902353400078,0.02598808879263671
19932.5,22765,0.7537381354830321,0.025218733916623777
20230.0,24528,0.7334546872968405,0.01584253480556889
20527.5,29928,0.7107008191392536,0.02111746590409151
20825.0,34207,0.6969184761409439,0.01687051876845213
21122.5,34656,0.7103107528279807,0.0210896309314587
21420.0,32875,0.7196723442985308,0.018214936247723135
21717.5,30556,0.7173319464308933,0.018066847335140017
22015.0,37193,0.6896372383305162,0.011594202898550725
22312.5,41704,0.6854765310102717,0.016266775111834077
22610.0,40771,0.696528409829671,0.013524936601859678
22907.5,36438,0.7107008191392536,0.018093556928508385
23205.0,31375,0.7045897802626446,0.022375215146299483
23502.5,36380,0.681445845793785,0.006488240064882401
23800.0,41275,0.6815758678975425,0.006490872210953347
24097.5,43215,0.6960083214146405,0.008481764206955046
24395.0,37133,0.7095306202054349,0.0236013986013986
24692.5,31806,0.7009491613574308,0.022108843537414966
24990.0,36240,0.6872968404628786,0.0231519090170593
25287.5,38589,0.6878169288779092,0.015176374077112387
25585.0,41256,0.7005590950461579,0.020416843896214378
25882.5,36069,0.7065401118190092,0.01784160139251523
26180.0,30184,0.7019893381874919,0.017573939134162022
26477.5,37253,0.681445845793785,0.01645925331192292
26775.0,40994,0.6874268625666363,0.023161316537992686
27072.5,36069,0.7205824990248342,0.023625624716038164
27370.0,27694,0.7365752177870238,0.021256038647342997
27667.5,21478,0.7517878039266676,0.01648634724368882
27965.0,20551,0.7671304121700689,0.03864734299516908
28262.5,22545,0.7636198153686127,0.0304
28560.0,23040,0.7581588870107918,0.025157232704402517
28857.5,21026,0.7560785333506697,0.02494802494802495
29155.0,21525,0.7595891301521258,0.01909814323607427
29452.5,23584,0.7577688206995189,0.03571428571428571
29750.0,24706,0.7585489533220647,0.03732503888024884
30047.5,26313,0.7546482902093355,0.016675351745700884
30345.0,27534,0.7298140683916265,0.017029328287606435
30642.5,34372,0.701209205564946,0.01710863986313088
30940.0,41612,0.6892471720192432,0.021294021294021293
31237.5,43763,0.6970484982447016,0.01936026936026936
31535.0,36833,0.7088805096866467,0.010605391073795847
31832.5,31411,0.7081003770641009,0.014053579270970576
32130.0,37830,0.6849564425952412,0.006560065600656006
32427.5,40635,0.6826160447276037,0.008126777732629013
32725.0,39979,0.7009491613574308,0.014144877839691384
33022.5,37040,0.7043297360551294,0.008718395815170008
33320.0,29974,0.7183721232609543,0.03087248322147651
33617.5,37885,0.6902873488493044,0.01488833746898263
33915.0,47056,0.673124431153296,0.014504116032928263
34212.5,44733,0.6954882329996099,0.013479359730412805
34510.0,36719,0.7110908854505266,0.015943312666076175
34807.5,34474,0.6975685866597322,0.020219039595619208
35105.0,41568,0.6797555584449356,0.023781212841854936
35402.5,41038,0.6941880119620335,0.02809917355371901
35700.0,40828,0.7017292939799766,0.020913358941527956
35997.5,35281,0.7032895592250683,0.017226528854435832
36295.0,32453,0.6982186971785204,0.023559108119478336
36592.5,38210,0.6863866857365752,0.01631321370309951
36890.0,38045,0.7032895592250683,0.019338203695745595
37187.5,33731,0.7205824990248342,0.01827318410232983
37485.0,25471,0.7344948641269016,0.028544243577545196
37782.5,19803,0.7438564555974516,0.012036108324974924
38080.0,21244,0.746196853465089,0.014141414141414142
38377.5,21754,0.7554284228318814,0.022857142857142857
38675.0,20427,0.7654401248212196,0.034777956126270736
38972.5,19536,0.7598491743596412,0.0319706498951782
39270.0,19551,0.7565986217657001,0.02702702702702703
39567.5,20577,0.7532180470680016,0.02265705458290422
39865.0,22658,0.7568586659732155,0.03608247422680412
40162.5,23347,0.7500975165778182,0.02634245187436677
40460.0,24843,0.7294240020803536,0.023004694835680753
40757.5,29198,0.7140813938369522,0.016107382550335572
41055.0,37950,0.690417370953062,0.016522098306484923
41352.5,43565,0.6896372383305162,0.01809954751131222
41650.0,34502,0.7101807307242232,0.015894039735099338
41947.5,31115,0.7057599791964634,0.013943355119825708
42245.0,37022,0.6807957352749967,0.019176987614862164
42542.5,37464,0.6865167078403328,0.01991869918699187
42840.0,41195,0.6961383435183981,0.013924050632911392
43137.5,37076,0.7051098686776752,0.021148036253776436
43435.0,32178,0.695098166688337,0.012215669755686605
43732.5,37386,0.6810557794825121,0.01327433628318584
44030.0,39350,0.6901573267455468,0.011613438407299876
